EU_NON_EU,Continent,Country,FlowType,Year,Month,Value
EU,European Union,Austria,EU - Exports,2015,January,130627089
EU,European Union,Austria,EU - Exports,2015,February,132135610
EU,European Union,Austria,EU - Exports,2015,March,126194919
EU,European Union,Austria,EU - Exports,2015,April,136500551
EU,European Union,Austria,EU - Exports,2015,May,120878331
EU,European Union,Austria,EU - Exports,2015,June,126498618
EU,European Union,Austria,EU - Exports,2015,July,118923587
EU,European Union,Austria,EU - Exports,2015,August,109780025
EU,European Union,Austria,EU - Exports,2015,September,150213964
EU,European Union,Austria,EU - Exports,2015,October,150079478
EU,European Union,Austria,EU - Exports,2015,November,145648996
EU,European Union,Austria,EU - Exports,2015,December,156406082
EU,European Union,Austria,EU - Exports,2016,January,127759874
EU,European Union,Austria,EU - Exports,2016,February,144940688
EU,European Union,Austria,EU - Exports,2016,March,154169517
EU,European Union,Austria,EU - Exports,2016,April,163583859
EU,European Union,Austria,EU - Exports,2016,May,139911306
EU,European Union,Austria,EU - Exports,2016,June,153356275
EU,European Union,Austria,EU - Exports,2016,July,142513759
EU,European Union,Austria,EU - Exports,2016,August,152706849
EU,European Union,Austria,EU - Exports,2016,September,164676993
EU,European Union,Austria,EU - Exports,2016,October,156924904
EU,European Union,Austria,EU - Exports,2016,November,163284155
EU,European Union,Austria,EU - Exports,2016,December,138125394
EU,European Union,Austria,EU - Exports,2017,January,147757578
EU,European Union,Austria,EU - Exports,2017,February,144387027
EU,European Union,Austria,EU - Exports,2017,March,200156792
EU,European Union,Austria,EU - Exports,2017,April,133498504
EU,European Union,Austria,EU - Exports,2017,May,151556734
EU,European Union,Austria,EU - Exports,2017,June,145355343
EU,European Union,Austria,EU - Exports,2017,July,152500305
EU,European Union,Austria,EU - Exports,2017,August,148023811
EU,European Union,Austria,EU - Exports,2017,September,165628715
EU,European Union,Austria,EU - Exports,2017,October,169237908
EU,European Union,Austria,EU - Exports,2017,November,165576425
EU,European Union,Austria,EU - Exports,2017,December,145978828
EU,European Union,Austria,EU - Exports,2018,January,186980717
EU,European Union,Austria,EU - Exports,2018,February,174716229
EU,European Union,Austria,EU - Exports,2018,March,202132415
EU,European Union,Austria,EU - Exports,2018,April,154583251
EU,European Union,Austria,EU - Exports,2018,May,164821858
EU,European Union,Austria,EU - Exports,2018,June,171839576
EU,European Union,Austria,EU - Exports,2018,July,151008456
EU,European Union,Austria,EU - Exports,2018,August,139598850
EU,European Union,Austria,EU - Exports,2018,September,164477116
EU,European Union,Austria,EU - Exports,2018,October,185275280
EU,European Union,Austria,EU - Exports,2018,November,175222136
EU,European Union,Austria,EU - Exports,2018,December,136655759
EU,European Union,Austria,EU - Exports,2019,January,177779838
EU,European Union,Austria,EU - Exports,2019,February,173909169
EU,European Union,Austria,EU - Exports,2019,March,196624020
EU,European Union,Austria,EU - Exports,2019,April,143370338
EU,European Union,Austria,EU - Exports,2019,May,164284769
EU,European Union,Austria,EU - Exports,2019,June,170972941
EU,European Union,Austria,EU - Exports,2019,July,150795532
EU,European Union,Austria,EU - Exports,2019,August,137009273
EU,European Union,Austria,EU - Exports,2019,September,159515768
EU,European Union,Austria,EU - Exports,2019,October,165970643
EU,European Union,Austria,EU - Exports,2019,November,126093627
EU,European Union,Austria,EU - Exports,2019,December,104541522
EU,European Union,Austria,EU - Imports,2015,January,209497885
EU,European Union,Austria,EU - Imports,2015,February,237407146
EU,European Union,Austria,EU - Imports,2015,March,272186577
EU,European Union,Austria,EU - Imports,2015,April,228456743
EU,European Union,Austria,EU - Imports,2015,May,266718060
EU,European Union,Austria,EU - Imports,2015,June,270805416
EU,European Union,Austria,EU - Imports,2015,July,245226678
EU,European Union,Austria,EU - Imports,2015,August,215525419
EU,European Union,Austria,EU - Imports,2015,September,289144913
EU,European Union,Austria,EU - Imports,2015,October,295619888
EU,European Union,Austria,EU - Imports,2015,November,271726731
EU,European Union,Austria,EU - Imports,2015,December,232778317
EU,European Union,Austria,EU - Imports,2016,January,238159518
EU,European Union,Austria,EU - Imports,2016,February,265874962
EU,European Union,Austria,EU - Imports,2016,March,273426834
EU,European Union,Austria,EU - Imports,2016,April,281847902
EU,European Union,Austria,EU - Imports,2016,May,271221325
EU,European Union,Austria,EU - Imports,2016,June,276156609
EU,European Union,Austria,EU - Imports,2016,July,258073857
EU,European Union,Austria,EU - Imports,2016,August,257487064
EU,European Union,Austria,EU - Imports,2016,September,285033815
EU,European Union,Austria,EU - Imports,2016,October,269093939
EU,European Union,Austria,EU - Imports,2016,November,296229571
EU,European Union,Austria,EU - Imports,2016,December,257436564
EU,European Union,Austria,EU - Imports,2017,January,267066467
EU,European Union,Austria,EU - Imports,2017,February,241619563
EU,European Union,Austria,EU - Imports,2017,March,300025338
EU,European Union,Austria,EU - Imports,2017,April,237799088
EU,European Union,Austria,EU - Imports,2017,May,264760434
EU,European Union,Austria,EU - Imports,2017,June,292279852
EU,European Union,Austria,EU - Imports,2017,July,308469369
EU,European Union,Austria,EU - Imports,2017,August,253070595
EU,European Union,Austria,EU - Imports,2017,September,315502470
EU,European Union,Austria,EU - Imports,2017,October,288024695
EU,European Union,Austria,EU - Imports,2017,November,298164964
EU,European Union,Austria,EU - Imports,2017,December,253863385
EU,European Union,Austria,EU - Imports,2018,January,418663670
EU,European Union,Austria,EU - Imports,2018,February,319487479
EU,European Union,Austria,EU - Imports,2018,March,317522864
EU,European Union,Austria,EU - Imports,2018,April,311352704
EU,European Union,Austria,EU - Imports,2018,May,296149293
EU,European Union,Austria,EU - Imports,2018,June,320515467
EU,European Union,Austria,EU - Imports,2018,July,309772301
EU,European Union,Austria,EU - Imports,2018,August,279386035
EU,European Union,Austria,EU - Imports,2018,September,340051148
EU,European Union,Austria,EU - Imports,2018,October,329318280
EU,European Union,Austria,EU - Imports,2018,November,323469830
EU,European Union,Austria,EU - Imports,2018,December,278199310
EU,European Union,Austria,EU - Imports,2019,January,334408564
EU,European Union,Austria,EU - Imports,2019,February,366004146
EU,European Union,Austria,EU - Imports,2019,March,394886841
EU,European Union,Austria,EU - Imports,2019,April,328362103
EU,European Union,Austria,EU - Imports,2019,May,305070437
EU,European Union,Austria,EU - Imports,2019,June,307390332
EU,European Union,Austria,EU - Imports,2019,July,372460804
EU,European Union,Austria,EU - Imports,2019,August,266466708
EU,European Union,Austria,EU - Imports,2019,September,352418759
EU,European Union,Austria,EU - Imports,2019,October,372138871
EU,European Union,Austria,EU - Imports,2019,November,283944666
EU,European Union,Austria,EU - Imports,2019,December,248628756
EU,European Union,Belgium,EU - Exports,2015,January,922636308
EU,European Union,Belgium,EU - Exports,2015,February,853215807
EU,European Union,Belgium,EU - Exports,2015,March,1023715650
EU,European Union,Belgium,EU - Exports,2015,April,961627160
EU,European Union,Belgium,EU - Exports,2015,May,1002964913
EU,European Union,Belgium,EU - Exports,2015,June,949736679
EU,European Union,Belgium,EU - Exports,2015,July,1080637866
EU,European Union,Belgium,EU - Exports,2015,August,899295803
EU,European Union,Belgium,EU - Exports,2015,September,1072752889
EU,European Union,Belgium,EU - Exports,2015,October,1068615250
EU,European Union,Belgium,EU - Exports,2015,November,935924453
EU,European Union,Belgium,EU - Exports,2015,December,817416789
EU,European Union,Belgium,EU - Exports,2016,January,844995074
EU,European Union,Belgium,EU - Exports,2016,February,887894225
EU,European Union,Belgium,EU - Exports,2016,March,982546498
EU,European Union,Belgium,EU - Exports,2016,April,1002242710
EU,European Union,Belgium,EU - Exports,2016,May,995328622
EU,European Union,Belgium,EU - Exports,2016,June,907291497
EU,European Union,Belgium,EU - Exports,2016,July,1061058024
EU,European Union,Belgium,EU - Exports,2016,August,909650135
EU,European Union,Belgium,EU - Exports,2016,September,1094948265
EU,European Union,Belgium,EU - Exports,2016,October,1026955377
EU,European Union,Belgium,EU - Exports,2016,November,1059011514
EU,European Union,Belgium,EU - Exports,2016,December,856777533
EU,European Union,Belgium,EU - Exports,2017,January,983132971
EU,European Union,Belgium,EU - Exports,2017,February,1105889534
EU,European Union,Belgium,EU - Exports,2017,March,1248443877
EU,European Union,Belgium,EU - Exports,2017,April,1151832270
EU,European Union,Belgium,EU - Exports,2017,May,1215371686
EU,European Union,Belgium,EU - Exports,2017,June,1119433761
EU,European Union,Belgium,EU - Exports,2017,July,1282861433
EU,European Union,Belgium,EU - Exports,2017,August,1223708030
EU,European Union,Belgium,EU - Exports,2017,September,1272060811
EU,European Union,Belgium,EU - Exports,2017,October,1160421996
EU,European Union,Belgium,EU - Exports,2017,November,1143539941
EU,European Union,Belgium,EU - Exports,2017,December,869271976
EU,European Union,Belgium,EU - Exports,2018,January,1117964108
EU,European Union,Belgium,EU - Exports,2018,February,1057658719
EU,European Union,Belgium,EU - Exports,2018,March,1224081989
EU,European Union,Belgium,EU - Exports,2018,April,1151494933
EU,European Union,Belgium,EU - Exports,2018,May,1181186162
EU,European Union,Belgium,EU - Exports,2018,June,1208293606
EU,European Union,Belgium,EU - Exports,2018,July,1508074891
EU,European Union,Belgium,EU - Exports,2018,August,1355698963
EU,European Union,Belgium,EU - Exports,2018,September,1291894255
EU,European Union,Belgium,EU - Exports,2018,October,1166173347
EU,European Union,Belgium,EU - Exports,2018,November,1078092441
EU,European Union,Belgium,EU - Exports,2018,December,871397168
EU,European Union,Belgium,EU - Exports,2019,January,1159560400
EU,European Union,Belgium,EU - Exports,2019,February,1142275846
EU,European Union,Belgium,EU - Exports,2019,March,1294527639
EU,European Union,Belgium,EU - Exports,2019,April,985377476
EU,European Union,Belgium,EU - Exports,2019,May,1238671166
EU,European Union,Belgium,EU - Exports,2019,June,1064291625
EU,European Union,Belgium,EU - Exports,2019,July,1021215683
EU,European Union,Belgium,EU - Exports,2019,August,915682381
EU,European Union,Belgium,EU - Exports,2019,September,1124668011
EU,European Union,Belgium,EU - Exports,2019,October,1233363046
EU,European Union,Belgium,EU - Exports,2019,November,857680280
EU,European Union,Belgium,EU - Exports,2019,December,891071773
EU,European Union,Belgium,EU - Imports,2015,January,1478559612
EU,European Union,Belgium,EU - Imports,2015,February,1658193582
EU,European Union,Belgium,EU - Imports,2015,March,1912232052
EU,European Union,Belgium,EU - Imports,2015,April,1578689983
EU,European Union,Belgium,EU - Imports,2015,May,1627667310
EU,European Union,Belgium,EU - Imports,2015,June,1922085100
EU,European Union,Belgium,EU - Imports,2015,July,1833062087
EU,European Union,Belgium,EU - Imports,2015,August,1638433381
EU,European Union,Belgium,EU - Imports,2015,September,1953267892
EU,European Union,Belgium,EU - Imports,2015,October,1815691561
EU,European Union,Belgium,EU - Imports,2015,November,1864952094
EU,European Union,Belgium,EU - Imports,2015,December,1664065184
EU,European Union,Belgium,EU - Imports,2016,January,1637480392
EU,European Union,Belgium,EU - Imports,2016,February,1822598743
EU,European Union,Belgium,EU - Imports,2016,March,2008133982
EU,European Union,Belgium,EU - Imports,2016,April,1880057883
EU,European Union,Belgium,EU - Imports,2016,May,1734505442
EU,European Union,Belgium,EU - Imports,2016,June,1967968182
EU,European Union,Belgium,EU - Imports,2016,July,2020596547
EU,European Union,Belgium,EU - Imports,2016,August,1925032186
EU,European Union,Belgium,EU - Imports,2016,September,2300320458
EU,European Union,Belgium,EU - Imports,2016,October,2055234450
EU,European Union,Belgium,EU - Imports,2016,November,2331300146
EU,European Union,Belgium,EU - Imports,2016,December,2025200155
EU,European Union,Belgium,EU - Imports,2017,January,2014265653
EU,European Union,Belgium,EU - Imports,2017,February,2085035263
EU,European Union,Belgium,EU - Imports,2017,March,2644148655
EU,European Union,Belgium,EU - Imports,2017,April,1892184172
EU,European Union,Belgium,EU - Imports,2017,May,1985100452
EU,European Union,Belgium,EU - Imports,2017,June,2157301103
EU,European Union,Belgium,EU - Imports,2017,July,1869613053
EU,European Union,Belgium,EU - Imports,2017,August,2034003920
EU,European Union,Belgium,EU - Imports,2017,September,2239964056
EU,European Union,Belgium,EU - Imports,2017,October,2183019262
EU,European Union,Belgium,EU - Imports,2017,November,2166109578
EU,European Union,Belgium,EU - Imports,2017,December,2101812254
EU,European Union,Belgium,EU - Imports,2018,January,2081446728
EU,European Union,Belgium,EU - Imports,2018,February,2116545419
EU,European Union,Belgium,EU - Imports,2018,March,2523326344
EU,European Union,Belgium,EU - Imports,2018,April,1915181322
EU,European Union,Belgium,EU - Imports,2018,May,2369739278
EU,European Union,Belgium,EU - Imports,2018,June,2069497387
EU,European Union,Belgium,EU - Imports,2018,July,2063904364
EU,European Union,Belgium,EU - Imports,2018,August,2073188740
EU,European Union,Belgium,EU - Imports,2018,September,2218929657
EU,European Union,Belgium,EU - Imports,2018,October,2265797056
EU,European Union,Belgium,EU - Imports,2018,November,2313195054
EU,European Union,Belgium,EU - Imports,2018,December,1945182179
EU,European Union,Belgium,EU - Imports,2019,January,2175447332
EU,European Union,Belgium,EU - Imports,2019,February,2330592430
EU,European Union,Belgium,EU - Imports,2019,March,2626740721
EU,European Union,Belgium,EU - Imports,2019,April,1853679720
EU,European Union,Belgium,EU - Imports,2019,May,1808914882
EU,European Union,Belgium,EU - Imports,2019,June,1906491915
EU,European Union,Belgium,EU - Imports,2019,July,2114568170
EU,European Union,Belgium,EU - Imports,2019,August,2199435881
EU,European Union,Belgium,EU - Imports,2019,September,2375934164
EU,European Union,Belgium,EU - Imports,2019,October,2435599322
EU,European Union,Belgium,EU - Imports,2019,November,1787045126
EU,European Union,Belgium,EU - Imports,2019,December,1717079073
EU,European Union,Bulgaria,EU - Exports,2015,January,26629843
EU,European Union,Bulgaria,EU - Exports,2015,February,28802847
EU,European Union,Bulgaria,EU - Exports,2015,March,33282170
EU,European Union,Bulgaria,EU - Exports,2015,April,31802880
EU,European Union,Bulgaria,EU - Exports,2015,May,31245612
EU,European Union,Bulgaria,EU - Exports,2015,June,31009746
EU,European Union,Bulgaria,EU - Exports,2015,July,26096664
EU,European Union,Bulgaria,EU - Exports,2015,August,22829209
EU,European Union,Bulgaria,EU - Exports,2015,September,30165299
EU,European Union,Bulgaria,EU - Exports,2015,October,30049465
EU,European Union,Bulgaria,EU - Exports,2015,November,29204572
EU,European Union,Bulgaria,EU - Exports,2015,December,26012546
EU,European Union,Bulgaria,EU - Exports,2016,January,27226988
EU,European Union,Bulgaria,EU - Exports,2016,February,31063285
EU,European Union,Bulgaria,EU - Exports,2016,March,31678890
EU,European Union,Bulgaria,EU - Exports,2016,April,34285937
EU,European Union,Bulgaria,EU - Exports,2016,May,29906613
EU,European Union,Bulgaria,EU - Exports,2016,June,48204505
EU,European Union,Bulgaria,EU - Exports,2016,July,60491216
EU,European Union,Bulgaria,EU - Exports,2016,August,63360603
EU,European Union,Bulgaria,EU - Exports,2016,September,47871301
EU,European Union,Bulgaria,EU - Exports,2016,October,63404971
EU,European Union,Bulgaria,EU - Exports,2016,November,31886652
EU,European Union,Bulgaria,EU - Exports,2016,December,26106528
EU,European Union,Bulgaria,EU - Exports,2017,January,30524160
EU,European Union,Bulgaria,EU - Exports,2017,February,31058805
EU,European Union,Bulgaria,EU - Exports,2017,March,33344710
EU,European Union,Bulgaria,EU - Exports,2017,April,29790638
EU,European Union,Bulgaria,EU - Exports,2017,May,35105149
EU,European Union,Bulgaria,EU - Exports,2017,June,38020608
EU,European Union,Bulgaria,EU - Exports,2017,July,31515404
EU,European Union,Bulgaria,EU - Exports,2017,August,45010038
EU,European Union,Bulgaria,EU - Exports,2017,September,49853982
EU,European Union,Bulgaria,EU - Exports,2017,October,39397019
EU,European Union,Bulgaria,EU - Exports,2017,November,53209100
EU,European Union,Bulgaria,EU - Exports,2017,December,36277885
EU,European Union,Bulgaria,EU - Exports,2018,January,40858269
EU,European Union,Bulgaria,EU - Exports,2018,February,34340734
EU,European Union,Bulgaria,EU - Exports,2018,March,37638228
EU,European Union,Bulgaria,EU - Exports,2018,April,38714291
EU,European Union,Bulgaria,EU - Exports,2018,May,41788701
EU,European Union,Bulgaria,EU - Exports,2018,June,38151115
EU,European Union,Bulgaria,EU - Exports,2018,July,30163194
EU,European Union,Bulgaria,EU - Exports,2018,August,34434246
EU,European Union,Bulgaria,EU - Exports,2018,September,36014116
EU,European Union,Bulgaria,EU - Exports,2018,October,40226187
EU,European Union,Bulgaria,EU - Exports,2018,November,38392513
EU,European Union,Bulgaria,EU - Exports,2018,December,29590651
EU,European Union,Bulgaria,EU - Exports,2019,January,33059374
EU,European Union,Bulgaria,EU - Exports,2019,February,32986094
EU,European Union,Bulgaria,EU - Exports,2019,March,35097573
EU,European Union,Bulgaria,EU - Exports,2019,April,29334837
EU,European Union,Bulgaria,EU - Exports,2019,May,31866003
EU,European Union,Bulgaria,EU - Exports,2019,June,26321714
EU,European Union,Bulgaria,EU - Exports,2019,July,33133207
EU,European Union,Bulgaria,EU - Exports,2019,August,24252343
EU,European Union,Bulgaria,EU - Exports,2019,September,35355009
EU,European Union,Bulgaria,EU - Exports,2019,October,36802976
EU,European Union,Bulgaria,EU - Exports,2019,November,31135019
EU,European Union,Bulgaria,EU - Exports,2019,December,27667220
EU,European Union,Bulgaria,EU - Imports,2015,January,29561609
EU,European Union,Bulgaria,EU - Imports,2015,February,29286019
EU,European Union,Bulgaria,EU - Imports,2015,March,29439276
EU,European Union,Bulgaria,EU - Imports,2015,April,29650422
EU,European Union,Bulgaria,EU - Imports,2015,May,33123852
EU,European Union,Bulgaria,EU - Imports,2015,June,26856375
EU,European Union,Bulgaria,EU - Imports,2015,July,30350524
EU,European Union,Bulgaria,EU - Imports,2015,August,25799477
EU,European Union,Bulgaria,EU - Imports,2015,September,33818942
EU,European Union,Bulgaria,EU - Imports,2015,October,35010559
EU,European Union,Bulgaria,EU - Imports,2015,November,33594508
EU,European Union,Bulgaria,EU - Imports,2015,December,30468053
EU,European Union,Bulgaria,EU - Imports,2016,January,28211283
EU,European Union,Bulgaria,EU - Imports,2016,February,31669594
EU,European Union,Bulgaria,EU - Imports,2016,March,28750599
EU,European Union,Bulgaria,EU - Imports,2016,April,27851077
EU,European Union,Bulgaria,EU - Imports,2016,May,27236962
EU,European Union,Bulgaria,EU - Imports,2016,June,37836846
EU,European Union,Bulgaria,EU - Imports,2016,July,36344215
EU,European Union,Bulgaria,EU - Imports,2016,August,41684242
EU,European Union,Bulgaria,EU - Imports,2016,September,33799730
EU,European Union,Bulgaria,EU - Imports,2016,October,36638485
EU,European Union,Bulgaria,EU - Imports,2016,November,45198444
EU,European Union,Bulgaria,EU - Imports,2016,December,36284371
EU,European Union,Bulgaria,EU - Imports,2017,January,34226518
EU,European Union,Bulgaria,EU - Imports,2017,February,37165205
EU,European Union,Bulgaria,EU - Imports,2017,March,39620783
EU,European Union,Bulgaria,EU - Imports,2017,April,34444105
EU,European Union,Bulgaria,EU - Imports,2017,May,35651800
EU,European Union,Bulgaria,EU - Imports,2017,June,35228196
EU,European Union,Bulgaria,EU - Imports,2017,July,36684239
EU,European Union,Bulgaria,EU - Imports,2017,August,37127711
EU,European Union,Bulgaria,EU - Imports,2017,September,37970659
EU,European Union,Bulgaria,EU - Imports,2017,October,41672992
EU,European Union,Bulgaria,EU - Imports,2017,November,45837676
EU,European Union,Bulgaria,EU - Imports,2017,December,31959937
EU,European Union,Bulgaria,EU - Imports,2018,January,37207480
EU,European Union,Bulgaria,EU - Imports,2018,February,36262649
EU,European Union,Bulgaria,EU - Imports,2018,March,38369608
EU,European Union,Bulgaria,EU - Imports,2018,April,39575375
EU,European Union,Bulgaria,EU - Imports,2018,May,40272821
EU,European Union,Bulgaria,EU - Imports,2018,June,35832905
EU,European Union,Bulgaria,EU - Imports,2018,July,41694833
EU,European Union,Bulgaria,EU - Imports,2018,August,44563774
EU,European Union,Bulgaria,EU - Imports,2018,September,54251555
EU,European Union,Bulgaria,EU - Imports,2018,October,53010773
EU,European Union,Bulgaria,EU - Imports,2018,November,48031554
EU,European Union,Bulgaria,EU - Imports,2018,December,38893645
EU,European Union,Bulgaria,EU - Imports,2019,January,46453677
EU,European Union,Bulgaria,EU - Imports,2019,February,39576194
EU,European Union,Bulgaria,EU - Imports,2019,March,40227846
EU,European Union,Bulgaria,EU - Imports,2019,April,39861124
EU,European Union,Bulgaria,EU - Imports,2019,May,70057652
EU,European Union,Bulgaria,EU - Imports,2019,June,63718783
EU,European Union,Bulgaria,EU - Imports,2019,July,44167910
EU,European Union,Bulgaria,EU - Imports,2019,August,39679258
EU,European Union,Bulgaria,EU - Imports,2019,September,60254204
EU,European Union,Bulgaria,EU - Imports,2019,October,76174379
EU,European Union,Bulgaria,EU - Imports,2019,November,44828044
EU,European Union,Bulgaria,EU - Imports,2019,December,36026593
EU,European Union,Croatia,EU - Exports,2015,January,10550825
EU,European Union,Croatia,EU - Exports,2015,February,14388006
EU,European Union,Croatia,EU - Exports,2015,March,12819925
EU,European Union,Croatia,EU - Exports,2015,April,11389747
EU,European Union,Croatia,EU - Exports,2015,May,9861968
EU,European Union,Croatia,EU - Exports,2015,June,11135357
EU,European Union,Croatia,EU - Exports,2015,July,11857701
EU,European Union,Croatia,EU - Exports,2015,August,9090530
EU,European Union,Croatia,EU - Exports,2015,September,13036604
EU,European Union,Croatia,EU - Exports,2015,October,10862898
EU,European Union,Croatia,EU - Exports,2015,November,13098337
EU,European Union,Croatia,EU - Exports,2015,December,10071930
EU,European Union,Croatia,EU - Exports,2016,January,10387208
EU,European Union,Croatia,EU - Exports,2016,February,13770912
EU,European Union,Croatia,EU - Exports,2016,March,16545849
EU,European Union,Croatia,EU - Exports,2016,April,14835382
EU,European Union,Croatia,EU - Exports,2016,May,14119062
EU,European Union,Croatia,EU - Exports,2016,June,12264200
EU,European Union,Croatia,EU - Exports,2016,July,11026409
EU,European Union,Croatia,EU - Exports,2016,August,11328101
EU,European Union,Croatia,EU - Exports,2016,September,15793285
EU,European Union,Croatia,EU - Exports,2016,October,15886501
EU,European Union,Croatia,EU - Exports,2016,November,15229801
EU,European Union,Croatia,EU - Exports,2016,December,13746658
EU,European Union,Croatia,EU - Exports,2017,January,11467678
EU,European Union,Croatia,EU - Exports,2017,February,15640255
EU,European Union,Croatia,EU - Exports,2017,March,20756333
EU,European Union,Croatia,EU - Exports,2017,April,13604265
EU,European Union,Croatia,EU - Exports,2017,May,14647459
EU,European Union,Croatia,EU - Exports,2017,June,16445887
EU,European Union,Croatia,EU - Exports,2017,July,15126113
EU,European Union,Croatia,EU - Exports,2017,August,13438159
EU,European Union,Croatia,EU - Exports,2017,September,19271307
EU,European Union,Croatia,EU - Exports,2017,October,14528259
EU,European Union,Croatia,EU - Exports,2017,November,17104496
EU,European Union,Croatia,EU - Exports,2017,December,17465963
EU,European Union,Croatia,EU - Exports,2018,January,16531931
EU,European Union,Croatia,EU - Exports,2018,February,17660126
EU,European Union,Croatia,EU - Exports,2018,March,17944820
EU,European Union,Croatia,EU - Exports,2018,April,18305445
EU,European Union,Croatia,EU - Exports,2018,May,15841743
EU,European Union,Croatia,EU - Exports,2018,June,15793859
EU,European Union,Croatia,EU - Exports,2018,July,52354778
EU,European Union,Croatia,EU - Exports,2018,August,13731780
EU,European Union,Croatia,EU - Exports,2018,September,19254351
EU,European Union,Croatia,EU - Exports,2018,October,18220402
EU,European Union,Croatia,EU - Exports,2018,November,18943682
EU,European Union,Croatia,EU - Exports,2018,December,20033463
EU,European Union,Croatia,EU - Exports,2019,January,18501476
EU,European Union,Croatia,EU - Exports,2019,February,23338958
EU,European Union,Croatia,EU - Exports,2019,March,22746489
EU,European Union,Croatia,EU - Exports,2019,April,14405488
EU,European Union,Croatia,EU - Exports,2019,May,20141106
EU,European Union,Croatia,EU - Exports,2019,June,15098228
EU,European Union,Croatia,EU - Exports,2019,July,14890464
EU,European Union,Croatia,EU - Exports,2019,August,13917400
EU,European Union,Croatia,EU - Exports,2019,September,19691814
EU,European Union,Croatia,EU - Exports,2019,October,19690864
EU,European Union,Croatia,EU - Exports,2019,November,14450230
EU,European Union,Croatia,EU - Exports,2019,December,14004105
EU,European Union,Croatia,EU - Imports,2015,January,11777563
EU,European Union,Croatia,EU - Imports,2015,February,9784920
EU,European Union,Croatia,EU - Imports,2015,March,6773302
EU,European Union,Croatia,EU - Imports,2015,April,4807838
EU,European Union,Croatia,EU - Imports,2015,May,4046791
EU,European Union,Croatia,EU - Imports,2015,June,5292386
EU,European Union,Croatia,EU - Imports,2015,July,4112067
EU,European Union,Croatia,EU - Imports,2015,August,23643669
EU,European Union,Croatia,EU - Imports,2015,September,5085524
EU,European Union,Croatia,EU - Imports,2015,October,5999418
EU,European Union,Croatia,EU - Imports,2015,November,6389489
EU,European Union,Croatia,EU - Imports,2015,December,6615784
EU,European Union,Croatia,EU - Imports,2016,January,5463185
EU,European Union,Croatia,EU - Imports,2016,February,4712111
EU,European Union,Croatia,EU - Imports,2016,March,6661377
EU,European Union,Croatia,EU - Imports,2016,April,15084519
EU,European Union,Croatia,EU - Imports,2016,May,9170394
EU,European Union,Croatia,EU - Imports,2016,June,6616373
EU,European Union,Croatia,EU - Imports,2016,July,6772654
EU,European Union,Croatia,EU - Imports,2016,August,5873301
EU,European Union,Croatia,EU - Imports,2016,September,8479067
EU,European Union,Croatia,EU - Imports,2016,October,10543990
EU,European Union,Croatia,EU - Imports,2016,November,7499274
EU,European Union,Croatia,EU - Imports,2016,December,12627503
EU,European Union,Croatia,EU - Imports,2017,January,6988886
EU,European Union,Croatia,EU - Imports,2017,February,10408890
EU,European Union,Croatia,EU - Imports,2017,March,11728966
EU,European Union,Croatia,EU - Imports,2017,April,6653288
EU,European Union,Croatia,EU - Imports,2017,May,11894756
EU,European Union,Croatia,EU - Imports,2017,June,11829115
EU,European Union,Croatia,EU - Imports,2017,July,9106876
EU,European Union,Croatia,EU - Imports,2017,August,8270352
EU,European Union,Croatia,EU - Imports,2017,September,9963979
EU,European Union,Croatia,EU - Imports,2017,October,8858004
EU,European Union,Croatia,EU - Imports,2017,November,9861180
EU,European Union,Croatia,EU - Imports,2017,December,11294837
EU,European Union,Croatia,EU - Imports,2018,January,15911289
EU,European Union,Croatia,EU - Imports,2018,February,8817741
EU,European Union,Croatia,EU - Imports,2018,March,10325110
EU,European Union,Croatia,EU - Imports,2018,April,9589199
EU,European Union,Croatia,EU - Imports,2018,May,9462116
EU,European Union,Croatia,EU - Imports,2018,June,13552542
EU,European Union,Croatia,EU - Imports,2018,July,10286914
EU,European Union,Croatia,EU - Imports,2018,August,13417992
EU,European Union,Croatia,EU - Imports,2018,September,12230091
EU,European Union,Croatia,EU - Imports,2018,October,15650492
EU,European Union,Croatia,EU - Imports,2018,November,13409392
EU,European Union,Croatia,EU - Imports,2018,December,9443587
EU,European Union,Croatia,EU - Imports,2019,January,11102733
EU,European Union,Croatia,EU - Imports,2019,February,16401307
EU,European Union,Croatia,EU - Imports,2019,March,12068621
EU,European Union,Croatia,EU - Imports,2019,April,7840843
EU,European Union,Croatia,EU - Imports,2019,May,11516497
EU,European Union,Croatia,EU - Imports,2019,June,13831766
EU,European Union,Croatia,EU - Imports,2019,July,14791222
EU,European Union,Croatia,EU - Imports,2019,August,25235494
EU,European Union,Croatia,EU - Imports,2019,September,20997799
EU,European Union,Croatia,EU - Imports,2019,October,13143172
EU,European Union,Croatia,EU - Imports,2019,November,13020035
EU,European Union,Croatia,EU - Imports,2019,December,8339802
EU,European Union,Cyprus,EU - Exports,2015,January,30345625
EU,European Union,Cyprus,EU - Exports,2015,February,28450238
EU,European Union,Cyprus,EU - Exports,2015,March,28626626
EU,European Union,Cyprus,EU - Exports,2015,April,41623097
EU,European Union,Cyprus,EU - Exports,2015,May,24419788
EU,European Union,Cyprus,EU - Exports,2015,June,41576826
EU,European Union,Cyprus,EU - Exports,2015,July,20303578
EU,European Union,Cyprus,EU - Exports,2015,August,22437158
EU,European Union,Cyprus,EU - Exports,2015,September,44217736
EU,European Union,Cyprus,EU - Exports,2015,October,25826299
