EU_NON_EU,Continent,Country,FlowType,Year,Month,Value
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2018,June,36145475
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2018,July,32729843
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2018,August,32962844
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2018,September,72758476
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2018,October,76524938
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2018,November,34865281
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2018,December,59010956
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,January,31107595
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,February,32376768
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,March,41484209
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,April,42611530
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,May,37380322
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,June,56089599
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,July,37308271
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,August,36194026
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,September,38169356
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,October,63434172
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,November,34124568
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Exports,2019,December,64994217
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,January,15498382
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,February,19279578
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,March,20589851
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,April,24463332
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,May,27773012
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,June,26692610
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,July,11987483
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,August,19292302
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,September,15628620
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,October,17165159
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,November,34482545
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2015,December,14833403
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,January,23898337
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,February,19974792
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,March,23278532
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,April,24429352
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,May,30652276
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,June,20442580
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,July,17005864
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,August,18645558
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,September,19175765
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,October,19516980
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,November,26333843
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2016,December,54441075
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,January,29516158
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,February,27506413
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,March,35095695
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,April,44533147
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,May,36000251
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,June,56013155
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,July,21424111
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,August,39438058
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,September,25066892
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,October,28994794
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,November,25848234
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2017,December,37117071
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,January,54911339
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,February,32638025
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,March,55211924
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,April,40721563
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,May,33261588
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,June,51805494
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,July,34892364
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,August,34473007
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,September,38115109
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,October,55807063
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,November,61963973
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2018,December,30446029
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,January,53925573
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,February,53366263
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,March,54917723
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,April,55557372
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,May,46353977
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,June,52459021
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,July,67384836
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,August,46620532
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,September,48413309
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,October,34839755
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,November,40974656
NON-EU,Eastern Europe exc EU,Ukraine,Non EU - Imports,2019,December,47872970
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,January,1283054
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,February,1095050
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,March,1984203
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,April,447313
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,May,2370450
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,June,3261352
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,July,2692798
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,August,1245664
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,September,1289836
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,October,1311737
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,November,1743403
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2015,December,1146208
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,January,654808
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,February,929064
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,March,2784951
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,April,2864605
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,May,2911080
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,June,2574688
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,July,3390174
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,August,3463873
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,September,5649217
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,October,3796214
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,November,1763440
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2016,December,1630284
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,January,1180249
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,February,1848025
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,March,1928490
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,April,2178377
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,May,3514095
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,June,2988846
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,July,5598848
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,August,3780486
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,September,1285098
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,October,134298
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,November,3049802
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2017,December,2004314
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,January,2071954
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,February,1976861
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,March,1776761
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,April,856058
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,May,998372
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,June,2629386
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,July,528798
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,August,709531
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,September,5983269
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,October,1088510
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,November,2476593
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2018,December,9848953
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,January,859850
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,February,2884137
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,March,2658222
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,April,3921301
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,May,2002750
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,June,2150386
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,July,1156581
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,August,1316465
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,September,1836668
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,October,16524633
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,November,2517420
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Exports,2019,December,3011970
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,January,105774
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,February,16599
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,March,28497
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,April,367707
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,May,52882
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,June,65840
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,July,118990
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,August,24684
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,September,29951
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,October,33851
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,November,38325
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2015,December,22613
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,January,88133
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,February,71294
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,March,51902
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,April,94820
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,May,84154
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,June,233715
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,July,189310
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,August,144400
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,September,175289
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,October,167604
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,November,92095
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2016,December,22737
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,January,61958
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,February,83018
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,March,82445
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,April,193148
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,May,145962
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,June,55773
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,July,58247
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,August,550566
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,September,141695
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,October,145879
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,November,95685
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2017,December,209968
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,January,188377
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,February,65839
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,March,183771
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,April,32062
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,May,398845
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,June,52628
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,July,222918
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,August,34477
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,September,132450
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,October,161050
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,November,28367
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2018,December,138406
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,January,55764
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,February,23439385
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,March,80389
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,April,314269363
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,May,105896
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,June,121816
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,July,359016859
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,August,387269015
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,September,417484102
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,October,92335
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,November,67423
NON-EU,Eastern Europe exc EU,Uzbekistan,Non EU - Imports,2019,December,370952740
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,January,140849
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,February,16674
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,March,76046
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,April,83902
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,May,21676
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,June,153128
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,July,57921
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,August,9813
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,September,29312
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,October,44081
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,November,47629
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2015,December,145951
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,January,355502
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,February,8485
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,March,85958
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,April,42306
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,May,372194
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,June,19168
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,July,253215
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,August,486386
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,September,9809
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,October,121587
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,November,69904
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2016,December,54157
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,January,9410
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,February,48123
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,March,26046
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,April,64950
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,May,23849
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,June,17040
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,July,74241
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,August,7759
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,September,39072
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,October,83565
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,November,68673
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2017,December,95263
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,January,36221
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,February,60732
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,March,89260
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,April,203997
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,May,28928
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,June,25178
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,July,12504
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,August,18833
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,September,57099
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,October,169402
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,November,150797
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2018,December,116734
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,January,220492
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,February,101083
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,March,47659
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,April,115245
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,May,12167
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,June,32825
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,July,26650
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,August,114207
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,September,9794
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,October,68244
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,November,177614
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Exports,2019,December,39937
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,January,4453
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,February,5154
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,March,2353
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,April,8875
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,May,4165
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,June,4174
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,July,1452
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,August,2862
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,September,2040
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,November,4134
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2015,December,23287
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,January,2385
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,February,3340
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,March,1227
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,April,3385
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,May,2463
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,June,71714
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,July,88599
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,August,76239
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,September,4787
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,October,61779
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2016,November,73236
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,January,4801
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,February,2586
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,March,1278
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,April,4614
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,May,6245
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,June,3227
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,September,36155
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,October,42962
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,November,33535
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2017,December,59598
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,January,117604
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,February,121616
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,March,1288
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,April,3551
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,May,971
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,June,8994
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,July,6469
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,August,86167
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,October,224314
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2018,November,50960
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,January,76745
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,February,25517
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,March,1257
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,May,33275
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,July,89054
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,August,216803
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,September,343478
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,October,255745
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,November,232649
NON-EU,Latin America and Caribbean,Anguilla,Non EU - Imports,2019,December,187909
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,January,1544301
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,February,2961159
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,March,1165369
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,April,1535901
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,May,2022987
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,June,1171207
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,July,1414116
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,August,1624997
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,September,1053055
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,October,1054368
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,November,1396970
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2015,December,8752895
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2016,January,1321102
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2016,February,918872
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2016,March,1167442
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2016,April,1316176
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2016,May,944833
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2016,June,709774
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2016,July,1006022
NON-EU,Latin America and Caribbean,Antigua:Barbuda,Non EU - Exports,2016,August,1155372
